seed,pass,batch,ID,is_finite,wrd
1986,first,0,2193,True,U S AIR SIX FIFTEEN TURN LEFT HEADING THREE THREE ZERO DESCEND AND MAINTAIN THREE THOUSAND
1986,first,0,13402,True,UNITED SIX EIGHTEEN OXONN INBOUND
1986,first,0,1268,True,DELTA THREE SIXTY EIGHT BOSTON APPROACH THANKS REDUCE SPEED TO TWO ONE ZERO
1986,first,0,18297,True,DELTA TEN THIRTY SEVEN TOWER ONE TWO SIX POINT FIVE FIVE AT TUFFO
1986,first,0,5760,True,NAVAJO TWO ZERO FOUR TWO UNIFORM BOSTON TOWER FOLLOW UNITED OFF YOUR LEFT SIDE CROSS RUNWAY TWO TWO RIGHT AND CONTACT GROUND POINT NINE GIVE WAY TO UNITED
1986,first,0,19642,True,DELTA SIX NINETY NINE TURN RIGHT HEADING ZERO EIGHT ZERO
1986,first,0,28079,True,ASEA FOUR FIFTY SEVEN JET TRAFFIC DEPARTING THE INBOARD RUNWAY THREE FIVE RIGHT CLEARED FOR TAKEOFF
1986,first,0,25584,True,CESSNA NINE EIGHT THREE CONTACT APPROACH ONE TWO ZERO POINT FIVE
1986,first,0,4812,True,RIGHT TWO SEVEN ZERO CONTINENTAL TRIPLE THREE
1986,first,0,24773,True,DELTA ONE NINETY NINE HEAVY AH ONE ONE THOUSAND
1986,first,0,10493,True,ONE ONE TWO CHARLIE TANGO TURN LEFT HEADING ZERO TWO ZERO CLIMB AND MAINTAIN THREE THOUSAND
1986,first,0,6412,True,UNITED THREE FIFTY FOUR BOSTON TOWER CROSS RUNWAY TWO TWO RIGHT TRAFFIC HOLDING FULL LENGTH CONTACT GROUND POINT NINER
1986,first,0,21677,True,SOUTHWEST FORTY CLIMB AND MAINTAIN EIGHT THOUSAND CONTACT FORT WORTH CENTER CORRECTION CONTACT DEPARTURE ONE TWO FOUR POINT TWO FIVE
1986,first,0,22625,True,AMERICAN THREE FIFTY ONE REGIONAL DEPARTURE RADAR CONTACT CLIMB MAINTAIN ONE ZERO THOUSAND SAY ALTITUDE LEAVING
1986,first,0,1903,True,CLEARED FOR THE I L S TWO TWO WAYNE THREE THOUSAND OR ABOVE WE HOLD SHORT OF TWO SEVEN BIZEX FOUR NINETEEN
1986,first,0,5335,True,AMERICAN TEN EIGHTY SEVEN HEAVY
1986,first,0,24945,True,DELTA TEN ZERO ONE REGIONAL APPROACH EXPECT I L S ONE EIGHT RIGHT LOCALIZER FREQUENCY ONE ONE ONE POINT NINER
1986,first,0,7864,True,O K SIR TRUMP TEN TWENTY WILL GO OUT TO INNDY AND DEPART INNDY ON A HEADING OF SIXTY DEGREES
1986,first,0,4879,True,TWO SEVEN TWO UNITED ONE TWENTY SEVEN
1986,first,0,7318,True,ZERO THREE ZERO U S AIR FOUR ZERO FOUR
1986,first,0,13994,True,WE'LL TAKE INDIA NORTHWEST EIGHTEEN FORTY FOUR
1986,first,0,22202,True,AMERICAN SEVEN NINETY SEVEN REGIONAL DEPARTURE RADAR CONTACT
1986,first,0,5418,True,DELTA EIGHTEEN THIRTY THREE CONTACT APPROACH ONE TWO SEVEN POINT TWO
1986,first,0,22664,True,DEPARTURE AMERICAN THREE EIGHTY FIVE IS WITH YOU WE'RE OUT OF ONE POINT FIVE FOR TEN THOUSAND
1986,first,0,25849,True,AMERICAN FOUR FIFTY-FOUR CONTACT APPROACH ONE THREE TWO POINT ONE
1986,first,0,17503,True,U S AIR SIX EIGHTY FOUR IS READY FOR TAKEOFF
1986,first,0,21697,True,DELTA SIX SIXTY TURN RIGHT HEADING ZERO NINE ZERO JOIN THE ZERO SIX SEVEN RADIAL
1986,first,0,9575,True,CHALLENGER ONE OH ONE SIERRA KILO WASHINGTON DEPARTURE RADAR CONTACT NORTHWEST FIVE SEVENTY NINE CLIMB AND MAINTAIN NINER THOUSAND
1986,first,0,21700,True,THIRTY-TWO EIGHTY-FIVE UP TO SEVENTEEN GOOD DAY
1986,first,0,23308,True,AMERICAN THIRTEEN SEVENTY NINE REGIONAL DEPARTURE RADAR CONTACT
1986,first,0,4574,True,CONTINENTAL THREE SIXTY NINE TURN RIGHT HEADING TWO SEVEN ZERO CONTACT APPROACH ONE TWO SEVEN POINT TWO
1986,first,0,25008,True,DELTA EIGHTEEN NINETY FOUR I JUST MISSED PART OF YOUR TRANSMISSION SIR DEPART BOIDS HEADING ZERO EIGHT ZERO AND EXPECT THE I L S ONE EIGHT RIGHT LOCALIZER FREQUENCY IS ONE ONE ONE POINT NINER AND SPEED OF TWO ONE ZERO THEN DESCEND AND MAINTAIN FIVE THOUSAND
1986,first,0,23982,True,AMERICAN ELEVEN SEVENTEEN DESCEND AND MAINTAIN FIVE THOUSAND OVER
1986,first,0,26991,True,VIA OUTER TAXIWAY PLEASE
1986,first,0,19580,True,ONE NINETY ASEA FOUR SIXTEEN
1986,first,0,4971,True,CONTINENTAL FOUR THIRTY THREE TURN RIGHT HEADING TWO SEVEN ZERO CONTACT BOSTON APPROACH ONE TWO SEVEN POINT TWO
1986,first,0,14734,True,BIZEX SIX THIRTY WIND THREE TWO ZERO AT NINER RUNWAY THREE CLEARED FOR TAKEOFF
1986,first,0,8207,True,ZERO ONE ZERO FOR TWO SEVEN THIRTY SEVEN FIFTY SIX
1986,first,0,5692,True,THIRTY FIVE SEVENTY FOUR ON DEPARTURE TURN LEFT HEADING ONE NINER ZERO WIND TWO FIVE ZERO ONE FOUR RUNWAY TWO TWO RIGHT CLEARED FOR TAKEOFF
1986,first,0,27345,True,AH GROUND AMERICAN EIGHT THIRTY FOUR IS CLEAR OF ONE EIGHT LEFT
1986,first,0,7253,True,OKAY WE LOOKING FOR THE BOEING JET LINK THIRTY EIGHT HUNDRED
1986,first,0,9626,True,AMERICAN EIGHT SEVENTY FIVE CONTACT DULLES APPROACH ONE THREE FOUR POINT TWO
1986,first,0,27172,True,OFF AT TWENTY NINE DOING A FINE JOB RIGHT TURN ON THE OUTER AND HOLD SHORT OF THIRTY TWO FOR ME
1986,first,0,394,True,CONTINENTAL THREE EIGHTY TURN LEFT HEADING THREE FOUR ZERO DESCEND AND MAINTAIN FOUR THOUSAND
1986,first,0,10506,True,HENSON FORTY FOUR EIGHTY FOUR ADDITIONAL TRAFFIC AT TWELVE O'CLOCK AND ONE ZERO MILES CORRECTION SIX MILES OPPOSITE DIRECTION IT'S A KING AIR V F R AT THREE THOUSAND
1986,first,0,20274,True,WE GOT HIM IN SIGHT SEVEN SEVENTY FOUR
1986,first,0,14427,True,OKAY WE'RE ON TO AH POSITION AND HOLD RUNWAY THREE SIX AMERICAN SIX OH NINE
1986,first,0,25013,True,OKAY AH HEADING ZERO THREE THREE SIX ZERO AND DOWN TO AH FIVE THOUSAND
1986,first,0,26563,True,CHAPARRAL SEVEN TEN REGIONAL GROUND TAXI TO PARKING
1986,first,0,16640,True,HENSON FORTY FOUR ZERO TWO TAXI ACROSS RUNWAY THREE SIX
1986,first,0,10014,True,MORNING WASHINGTON AMERICAN FIFTEEN FORTY NINE IS OUT OF TWO THOUSAND FIVE HUNDRED FOR FIVE THOUSAND
1986,first,0,16902,True,WASHINGTON TOWER U S AIR FOURTEEN NINETY FIVE VISUAL THIRTY SIX
1986,first,0,4388,True,BOSTON BIZEX FOUR TWENTY WE OUT OF ONE THOUSAND FOUR HUNDRED FOR THREE THOUSAND
1986,first,0,28475,True,DELTA TEN ELEVEN METRO EIGHT NINETY SIX EXPEDITE CROSS THREE FIVE RIGHT AT EIGHTEEN AND NINETEEN AND HOLD SHORT OF THE LEFT
1986,first,0,14268,True,HENSON FORTY THREE SEVENTY EIGHT WE'LL TRY IT AGAIN RUNWAY THREE THREE TAXI INTO POSITION HOLD TRAFFIC DEPARTING LANDING RUNWAY THREE SIX
1986,first,0,24887,True,AMERICAN FOURTEEN THIRTEEN CONTACT APPROACH ONE ONE NINER POINT ZERO FIVE
1986,first,0,11742,True,AH FIVE THOUSAND SIXTY FIVE ELEVEN
1986,first,0,20771,True,DELTA THREE THIRTY FIVE TURN LEFT ZERO NINE ZERO
1986,first,0,4133,True,NORTHWEST ONE EIGHTY IS OUT OF ONE CLIMBING TO FIVE DEPARTURE
1986,first,0,12334,True,BALTIMORE DIRECT WASHINGTON CONTINENTAL THREE ZERO NINE
1986,first,0,5118,True,JETLINK THIRTY EIGHT TWENTY SIX TURN RIGHT HEADING THREE TWO ZERO CONTACT APPROACH ONE ONE EIGHT POINT TWO FIVE
1986,first,0,7317,True,U S AIR FOUR ZERO FOUR TURN LEFT HEADING ZERO THREE ZERO
1986,first,0,7021,True,BOSTON APPROACH NERA THIRTY SEVEN FIFTY THREE OUT OF FOUR FOR FIVE
1986,first,0,10867,True,HENSON FORTY FOUR OH NINE WHEN YOU GET SLOWED MAINTAIN FOUR THOUSAND
1986,first,0,27868,True,METRO NINE OH TWO CROSS RUNWAY THREE FIVE RIGHT HOLD SHORT OF THREE FIVE LEFT
1986,first,0,4339,True,DEPARTURE FIRST AIR NINE TWENTY ONE IS WITH YOU IN A TURN TO TWO NINE ZERO THROUGH SEVEN HUNDRED
1986,first,0,5696,True,TWO SEVEN ZERO AND DEPARTURE THIRTY FOUR NINETY EIGHT
1986,first,0,24312,True,DELTA SEVEN FIFTY EIGHT REDUCE SPEED TO TWO THREE ZERO
1986,first,0,25657,True,AMERICAN TWO FORTY HEAVY REDUCE SPEED TO TWO ONE ZERO
1986,first,0,12741,True,TWO THOUSAND AND SPEED BACK TO ONE SEVENTY FORTY FOUR THIRTY
1986,first,0,7012,True,HELLO BOSTON APPROACH TRUMP ELEVEN SEVENTY IS AH ONE ONE THOUSAND WITH INFORMATION
1986,first,0,19771,True,TEN SIXTY SEVEN HAS THE AIRPORT IN SIGHT
1986,first,0,9258,True,YES NINE ZERO ALPHA HOTEL ONE TWENTY ONE ZERO FIVE CITATION TWO FOUR ONE LIMA ALPHA CLIMB AND MAINTAIN NINER THOUSAND FLY HEADING THREE THREE ZERO
1986,first,0,1358,True,U S AIR FOURTEEN THIRTY EIGHT OUT OF SEVENTY FIVE HUNDRED FOR SIX
1986,first,0,25402,True,CONTINUING DESCENT TO SIX THOUSAND AMERICAN TWO TWENTY SEVEN HEAVY
1986,first,0,187,True,GOOD DAY NOW PRECISION THIRTY FIVE TWENTY ONE CONTACT THE TOWER ONE ONE NINER POINT ONE
1986,first,0,3755,True,OKAY NO DOWN TO FOUR THOUSAND IS THAT TRUE
1986,first,0,16025,True,CLEARED FOR TAKEOFF THREE SIX DELTA TWO NINETY ONE WE'RE ROLLING
1986,first,0,10969,True,DELTA SIX FORTY ZERO NINE ZERO DEGREE HEADING AND WE'LL LEAVE TEN FOR FOUR
1986,first,0,13915,True,POSITION AND HOLD THREE SIX NORTHWEST EIGHTEEN SEVENTY FOUR
1986,first,0,26161,True,D C TEN OFF TWENTY THREE IS WHO PLEASE
1986,first,0,15796,True,NORTHWEST EIGHTEEN OH SEVEN RUNWAY THREE SIX POSITION AND HOLD TRAFFIC LANDING RUNWAY THREE THREE
1986,first,0,20561,True,DOWN TO THREE AMERICAN SIX HUNDRED
1986,first,0,28708,True,POSITION AND HOLD ONE EIGHT LEFT ASEA FOUR FORTY THREE
1986,first,0,15777,True,CLEARED TO LAND RUNWAY THREE THREE U S AIR EIGHT NINETY
1986,first,0,733,True,AMERICAN ONE SIXTY SIX TRAFFIC LANDING RUNWAY TWO TWO LEFT WILL HOLD SHORT OF YOUR RUNWAY
1986,first,0,11170,True,PISCA AT TWO THOUSAND FIVE HUNDRED OR ABOVE CLEARED I L S THREE SIX APPROACH AMERICAN SIXTEEN TEN
1986,first,0,20337,True,(TWO AIRCRAFT TALKING SIMULTANEOUSLY) ASEA TWO SEVENTY EIGHT FOUR FOR THREE
1986,first,0,24977,True,REGIONAL APPROACH ASEA THREE SIXTY FOUR SIX THOUSAND WITH HOTEL
1986,first,0,7268,True,NERA THIRTY SEVEN TWENTY ONE AH APPRECIATE YOUR BEST RATE AH THROUGH ONE ZERO THOUSAND
1986,first,0,24342,True,(UNINTELLIGIBLE) OUT OF PORTS TWO EIGHTY JOIN THREE ONE RIGHT LOCALIZER AMERICAN SIX OH THREE
1986,first,0,27065,True,AMERICAN TEN SIXTEEN REGIONAL TOWER RUNWAY ONE THREE RIGHT CLEARED TO LAND FOLLOWING TRAFFIC FOUR MILE FINAL WIND ONE FOUR ZERO AT ONE ZERO
1986,first,0,8306,True,EIGHT EIGHT ECHO PROCEED DIRECT TO THE BEACON UPON REACHING THE BEACON CLEARED N D B RUNWAY TWO FOUR APPROACH
1986,first,0,18225,True,DELTA ELEVEN FIFTEEN TURN LEFT HEADING TWO SIX ZERO
1986,first,0,15340,True,CLEARED TO LAND THREE SIX SIX FIVE THIRTY ONE
1986,first,0,3523,True,DELTA SEVEN THIRTY TWO TWO NINER ZERO THE HEADING THREE THOUSAND THE ALTITUDE CLEARED THE APPROACH
1986,first,0,3434,True,AIR CANADA SIX SEVENTY THREE SIX FROM LONER CROSS LONER AT OR ABOVE THREE THOUSAND CLEARED I L S D M E RUNWAY TWO SEVEN APPROACH
1986,first,0,12409,True,VENUS TWO FOUR TURN LEFT HEADING ZERO THREE ZERO JOIN LOCALIZER
1986,first,0,14831,True,CONTINENTAL THREE TWENTY ONE WASHINGTON TOWER NUMBER TWO FOR THE FIELD FOLLOWING A AH BEECH OH TWO ON A AH TWO MILE FINAL FOR THREE THREE
1986,first,0,29518,True,EIGHT FORTY ONE POSITION AND HOLD ONE EIGHT LEFT
1986,first,0,312,True,(UNINTELLIGIBLE) THIRTY EIGHT ZERO SIX
1986,first,0,28827,True,(UNINTELLIGIBLE)
1986,first,0,13754,True,(UNINTELLIGIBLE) THREE SEVENTEEN TURN LEFT THE NEXT TAXIWAY CONTACT GROUND ONE TWO ONE POINT SEVEN GOOD NIGHT
1986,first,0,23584,True,ONE NINER ZERO ONE TWO FOUR FIVE
1986,first,0,53,True,DOWN TO THREE THEN ONE SEVENTY ON THE SPEED NERA THIRTY SEVEN TWENTY FIVE
1986,first,0,9467,True,TWENTY SEVEN TWENTY THREE DIRECT BROOKE
1986,first,0,26669,True,AMERICAN FIVE TWENTY SEVEN STRAIGHT AHEAD AND TURN RIGHT AT TAXIWAY HOTEL AND YOU FOLLOW THE M D EIGHTY ON THE THIRTY TWO BRIDGE CONTACT GROUND ONE THREE FOUR POINT ZERO FIVE
1986,first,0,24793,True,ONE HUNDRED DEGREES FOR AMERICAN SIX NINETY FOUR AND TWO HUNDRED AND TEN KNOTS
1986,first,0,8440,True,T W A THREE NINETY FIVE IS OUT OF ONE FOR THREE
1986,first,0,10837,True,HENSON FORTY FOUR OH NINE CONTINUE DIRECT WASHINGTON
1986,first,0,16835,True,OKAY WE GOT A HELICOPTER
1986,first,0,10403,True,AND WASHINGTON ANY CHANCE OF FIVE POINT FIVE FOR KILO MIKE
1986,first,0,19997,True,AMERICAN TWELVE FORTY SIX REGIONAL
1986,first,0,10247,True,THAT'S CORRECT THAT'S WHAT THE CLEARANCE SAID
1986,first,0,22638,True,(UNINTELLIGIBLE)
1986,first,0,29199,True,TURN THE CORNER ON NINETEEN AMERICAN TWO SIXTEEN
1986,first,0,27052,True,DELTA FOUR FOUR ZERO AH REGIONAL GROUND TAXI STRAIGHT AHEAD AND ON THE THIRTY TWO BRIDGE CONTACT GROUND POINT SIX FIVE
1986,first,0,20998,True,OKAY YOU GOT THE SEVEN TWO SEVEN IN SIGHT
1986,first,0,23857,True,REGIONAL APPROACH AMERICAN AH NINETY FIVE WE'RE AH LEAVING ONE ONE AH CORRECTION ONE TWO THOUSAND FOR ONE ONE THOUSAND WITH PAPA
1986,first,0,9129,True,AND NOVEMBER FOUR DELTA BRAVO JUST STOP YOUR TURN HEADING OF ONE NINER ZERO
1986,first,0,23372,True,T W A THREE NINETEEN NO CONTACT THANK YOU
1986,first,0,27233,True,BARON EIGHT SEVEN SIERRA FOLLOW THAT G ONE FIFTY NINE OFF YOUR NOSE AND NORTH BOUND ON THE INNER TAXIWAY
1986,first,0,10795,True,U S AIR FOUR FIFTY EIGHT DESCEND AND MAINTAIN TWO THOUSAND FIVE HUNDRED
1986,first,0,29583,True,AMERICAN AH SIX FIFTY FOUR TAXI ACROSS ONE EIGHT LEFT CONTACT GROUND AH POINT EIGHT
1986,first,0,26811,True,T W A THREE NINETEEN YOU'RE CLEARED TO LAND RUNWAY ONE EIGHT RIGHT
1986,first,0,5033,True,NERA THIRTY SEVEN FOURTEEN DEPARTURES RADAR CONTACT CLIMB AND MAINTAIN FOUR THOUSAND TURN RIGHT HEADING THREE THREE ZERO
1986,first,0,14404,True,DELTA THREE FORTY NINE CONTACT DEPARTURE SO LONG
1986,first,0,2402,True,JET LINK THIRTY EIGHT ELEVEN CONTACT TOWER ONE ONE NINER ONE
1986,first,0,4549,True,CACTUS SEVEN HUNDRED CONTACT DEPARTURE ONE ONE EIGHT POINT TWO FIVE
1986,first,0,10257,True,CITATION TWO CLIMB AND MAINTAIN NINER THOUSAND
1986,first,0,14092,True,MEDSTAR TWO FREQUENCY CHANGE APPROVED WIND ZERO SIX ZERO AT SEVEN
1986,first,0,24555,True,SOUTHWEST FORTY ONE TURN LEFT IMMEDIATELY HEADING AH ZERO EIGHT ZERO
1986,first,0,6027,True,RIGHT TO TWO NINETY CLEARED TO GO BIZEX THREE SEVENTY SEVEN
1986,first,0,6913,True,U S TWO NINETY HOLDING SHORT
1986,first,0,19124,True,ONE FIFTY TO JOIN AH ONE EIGHT RIGHT PRESENT AIRSPEED AMERICAN SIX EIGHTY FOUR
1986,first,0,19887,True,DELTA FIVE FIFTY SEVEN FLY HEADING THREE FIVE ZERO AND I'M (GARBLED) KEEP YOU JUST A LITTLE BIT TO THE EAST OF THE FINAL FOR A WHILE
1986,first,0,2759,True,I SORRY I JUST COULDN READ THE EIGHT THERE THIRTY SEVEN EIGHTY FOUR FLY HEADING THREE SIX ZERO
1986,first,0,8431,True,CLIMB AND MAINTAIN ONE SEVEN THOUSAND FOR SABRE ZERO THREE KILO
1986,first,0,5120,True,DEPARTURE AMERICAN SIX OH ONE AH PASSING SEVEN HUNDRED FOR FIVE THOUSAND
1986,first,0,9819,True,NORTHWEST TWELVE TWENTY NINE CLIMB MAINTAIN ONE SEVEN THOUSAND CONTACT DULLES APPROACH ONE ONE EIGHT POINT FOUR SEVEN GOOD DAY
1986,first,0,4315,True,CITATION FIVE SIX ZULU TURN LEFT HEADING ONE ZERO ZERO
1986,first,0,18260,True,FOUR THOUSAND UNTIL TUFFO AND A HUNDRED AND NINETY DELTA ELEVEN FIFTEEN
1986,first,0,4470,True,ONE EIGHT POINT TWO FIVE TRAINER NINE OH FIVE SO LONG
1986,first,0,9069,True,SIX GOLF ALPHA GOING TO FOUR THOUSAND
1986,first,0,8778,True,DEPARTURE CACTUS FIFTY FOUR ONE THOUSAND FOR FIVE THOUSAND
1986,first,0,21660,True,DEPARTURE DELTA TWENTY-SIX IS WITH YOU OUT OF TWENTY-THREE HUNDRED
1986,first,0,16401,True,TOWER DELTA FOUR EIGHTY NINE WITH YOU READY IN SEQUENCE THREE SIX
1986,first,0,7528,True,CLIPPER FIVE TWENTY TWO TURN LEFT HEADING ZERO THREE ZERO
1986,first,0,16705,True,U S AIR SIXTEEN FIFTEEN GOOD DAY
1986,first,0,3251,True,LEFT TWO NINETY CLEARED FOR THE I L S AH TWO SEVEN U S AIR TEN SIXTY TWO CROSS LONER AT THREE THOUSAND OR ABOVE
1986,first,0,772,True,CANADA EIGHT ZERO SIX DESCEND AND MAINTAIN FOUR THOUSAND AND REDUCE SPEED TO ONE SEVEN ZERO
1986,first,0,27623,True,ASEA FOUR OH EIGHT CROSS RUNWAY THREE FIVE LEFT GO TO GROUND POINT SIX FIVE
1986,first,0,17284,True,ON TO HOLD THREE SIX NORTHWEST THREE SEVENTEEN
1986,first,0,7593,True,DELTA EIGHT FIFTY HEAVY BOSTON APPROACH ROGER DEPART INNDY HEADING ZERO AH SIX ZERO VECTOR FOR THE I L S D M E RUNWAY TWO SEVEN APPROACH BOSTON ALTIMETER THREE ZERO ONE SEVEN
1986,first,0,10468,True,NOVEMBER TWO FIVE GOLF ECHO TURN LEFT HEADING THREE FOUR ZERO JOIN VICTOR TWO SIXTY FIVE RESUME OWN NAVIGATION
1986,first,0,5605,True,JET LINK THIRTY EIGHT SIXTEEN BOSTON DEPARTURE RADAR CONTACT CLIMB AND MAINTAIN FOUR THOUSAND
1986,first,0,5894,True,CANADA EIGHT ZERO NINE TRAFFIC WILL DEPART THE PARALLEL PRIOR TO YOUR RELEASE RUNWAY TWO TWO RIGHT TAXI INTO POSITION AND HOLD
1986,first,0,18152,True,TWO THOUSAND THREE HUNDRED T W A THREE NINETEEN TILL ESTABLISHED AND THE TOWER GOOD DAY
1986,first,0,1378,True,AND JET LINK THIRTY EIGHT FORTY EIGHT YOU CAN REDUCE SPEED ANOTHER FIFTEEN KNOTS IF YOU WOULD TO THE FIVE D M E
1986,first,0,12024,True,U S AIR EIGHTEEN ZERO SIX WASHINGTON APPROACH
1986,first,0,24614,True,FOUR THOUSAND TWENTY FOUR THREE CHARLIE KILO
1986,first,0,23594,True,DELTA'S TEN OH FOUR ROGER AH FLY HEADING TWO SEVEN ZERO INTERCEPT THE THREE ONE RIGHT LOCALIZER AND FLY IT INBOUND
1986,first,0,22899,True,(UNINTELLIGIBLE)
1986,first,0,20707,True,AMERICAN SIX FIFTY TWO STOP THE TURN NOW HEADING OF ONE TWO ZERO
1986,first,0,8858,True,THIRTY FOUR TWO DIRECT LINDEN T W A ONE EIGHTY SEVEN
1986,first,0,6020,True,CANADIAN THIRTY EIGHT FOURTEEN BOSTON TOWER TRAFFIC WILL HOLD IN POSITION CROSS RUNWAY TWO TWO RIGHT CONTACT GROUND POINT NINER
1986,first,0,20164,True,AMERICAN SEVENTY EIGHT HEAVY LEFT ZERO ONE ZERO INTERCEPT AND TRACK INBOUND THREE SIX LEFT
