seed,pass,batch,ID,is_finite,loss,wrd
1987,second,39,21561,True,2.612898588180542,DELTA TEN FOURTEEN HEAVY WILCO
1987,second,40,2963,True,2.8147644996643066,BIZEX FOUR FOURTEEN IS WITH YOU
1987,second,41,15568,True,0.0,(UNINTELLIGIBLE) CLEARED TO LAND THANK YOU
1987,second,42,16526,True,2.659038782119751,FORTY THREE SIXTY NINE
1987,second,43,557,True,2.948046922683716,CORRECTING NORTHWEST ONE EIGHTY TWO
1987,second,44,8780,True,2.7725424766540527,NINER THOUSAND CACTUS FIFTY FOUR
1987,second,45,19519,True,0.0,THREE THOUSAND DELTA ELEVEN THIRTY SEVEN
1987,second,46,24410,True,4.31264066696167,(UNINTELLIGIBLE)
1987,second,47,11161,True,3.3759825229644775,WILCO T W A TEN
1987,second,48,20672,True,2.9575889110565186,AMERICAN AH THIRTEEN THIRTY TWO
1987,second,49,23683,True,0.0,ASEA THREE THIRTY FIVE REGIONAL APPROACH ROGER
1987,second,50,25572,True,3.092992067337036,FIVE SIX QUEBEC ROGER
1987,second,51,1194,True,0.0,CARE EIGHTY THREE HAS THE TRAFFIC SIR
1987,second,52,18908,True,2.8121554851531982,BE ABOUT TWELVE OR THIRTEEN MILES
1987,second,53,27099,True,2.989375352859497,IN SIGHT TAXI TO PARKING
1987,second,54,23756,True,3.0980727672576904,TWENTY FOUR FIVE WE'LL DO ALL THAT
1987,second,55,18350,True,3.4851298332214355,(UNINTELLIGIBLE)
1987,second,56,29144,True,2.663262128829956,THREE SIXTY FIVE ROGER
1987,second,57,16213,True,2.6825437545776367,GOOD DAY UNITED SIX ELEVEN
1987,second,58,10742,True,2.8174328804016113,AH DID YOU HAVE THE AIRPORT IN SIGHT
1987,second,59,24408,False,nan,THIRTY FIVE RIGHT TEN NINETY SIX
1987,second,0,11910,True,0.0,ONE NINETEEN ONE THANK YOU GOOD DAY
1987,second,1,5425,True,3.8004767894744873,EIGHTEEN TWENTY FIVE SO LONG
1987,second,2,17701,True,3.331833839416504,YEAH ANY CHANCE OF THIRTY SIX
1987,second,3,18902,True,2.8001747131347656,ONE NINETY DELTA THREE EIGHTY SIX
1987,second,4,29231,True,3.091916561126709,UNITED FOUR FIFTY WE 'LL HOLD SHORT
1987,second,5,23449,True,2.574617624282837,ONE NINETY ASEA FOUR SIXTY SIX
1987,second,6,10856,True,2.495532751083374,ROGER REDUCE TO ONE NINER ZERO KNOTS
1987,second,7,15447,True,2.9748337268829346,GOOD DAY BIZEX SIX THIRTY EIGHT
1987,second,8,25639,True,2.8786141872406006,THIRTY-TWO ONE DELTA FOUR TWENTY-SIX
1987,second,9,10069,True,2.549225330352783,ONE ONE THOUSAND HOTEL CHARLIE
1987,second,10,435,True,2.852304458618164,CACTUS EIGHT TWENTY SIX ROGER
1987,second,11,13599,True,2.71229887008667,MIDEX FOUR FIFTEEN ANY LEFT TURN
1987,second,12,16498,True,2.805976390838623,EIGHTEEN THIRTY SEVEN
1987,second,13,2409,True,2.7564220428466797,OKAY THIRTY EIGHT TWENTY FIVE
1987,second,14,11791,True,3.640833616256714,SIXTY FIVE ELEVEN
1987,second,15,20731,True,3.548152446746826,YEAH IT LOOKS REAL GOOD RIGHT NOW
1987,second,16,11715,True,2.758039712905884,EXPECT ABOUT A TEN MILE FINAL
1987,second,17,19292,True,2.5501210689544678,SEVEN NINETY FOUR ROGER
1987,second,18,24621,True,2.9609146118164062,AMERICAN ONE SEVENTY EIGHT APPROACH
1987,second,19,24202,True,2.76430344581604,ONE NINETY AND SWITCHING GOOD DAY
1987,second,20,5593,True,3.4468307495117188,FOUR FIFTY NINE
1987,second,21,21434,True,0.0,THREE TWO EIGHTY-FIVE WE'LL SEE YOU
1987,second,22,15407,True,3.130828857421875,AH WE TAKE IT TO THE END THANK YOU
1987,second,23,11379,True,2.638505697250366,GOOD DAY UNITED SIXTEEN NINETY FOUR
1987,second,24,13168,True,0.0,REPORT THE FIELD FORTY FOUR TWENTY ONE
1987,second,25,17293,True,2.570828437805176,EAGLE ONE WASHINGTON TOWER
1987,second,26,8095,True,2.934950828552246,AH DELTA WHISKEY YOU'RE UNREADABLE
1987,second,27,18505,True,2.6129536628723145,OKAY WE'LL MAINTAIN ONE NINETY
1987,second,28,20503,True,2.6597208976745605,ZERO EIGHT ZERO SEVEN OH SIX
1987,second,29,7349,True,2.810041666030884,TWO SEVEN TWO THANKS FOR YOUR HELP
1987,second,30,10201,True,3.085977792739868,OKAY THANKS A LOT SIR
1987,second,31,7588,True,0.0,WE BE LOOKING DELTA SEVEN THIRTY ONE
1987,second,32,186,True,2.3224594593048096,ONE NINETEEN ONE GOOD DAY
1987,second,33,9052,True,2.874988317489624,AND FLY HEADING TWO FIVE ZERO
1987,second,34,15822,True,0.0,TROOPER EIGHT FREQUENCY CHANGE APPROVED WE'LL SEE YOU LATER
1987,second,35,12687,True,2.659109115600586,DOWN TO THREE SEVENTEEN SIXTY FIVE
1987,second,36,19187,True,0.0,ONE THREE ZERO AMERICAN TWELVE SEVENTY FOUR
1987,second,37,19388,True,2.801701545715332,FIVE THOUSAND FOURTEEN FOURTEEN
1987,second,38,10515,True,2.866546392440796,WE'RE LOOKING ONE PAPA HOTEL
1987,second,39,21561,True,2.5988352298736572,DELTA TEN FOURTEEN HEAVY WILCO
1987,second,40,2963,True,2.8323159217834473,BIZEX FOUR FOURTEEN IS WITH YOU
1987,second,41,15568,True,0.0,(UNINTELLIGIBLE) CLEARED TO LAND THANK YOU
1987,second,42,16526,True,2.691387891769409,FORTY THREE SIXTY NINE
1987,second,43,557,True,3.097398042678833,CORRECTING NORTHWEST ONE EIGHTY TWO
1987,second,44,8780,True,2.7519760131835938,NINER THOUSAND CACTUS FIFTY FOUR
1987,second,45,19519,True,0.0,THREE THOUSAND DELTA ELEVEN THIRTY SEVEN
1987,second,46,24410,True,4.283324718475342,(UNINTELLIGIBLE)
1987,second,47,11161,True,3.2231996059417725,WILCO T W A TEN
1987,second,48,20672,True,3.2033822536468506,AMERICAN AH THIRTEEN THIRTY TWO
1987,second,49,23683,True,0.0,ASEA THREE THIRTY FIVE REGIONAL APPROACH ROGER
1987,second,50,25572,True,3.124692678451538,FIVE SIX QUEBEC ROGER
1987,second,51,1194,True,0.0,CARE EIGHTY THREE HAS THE TRAFFIC SIR
1987,second,52,18908,True,2.792252779006958,BE ABOUT TWELVE OR THIRTEEN MILES
1987,second,53,27099,True,3.0995171070098877,IN SIGHT TAXI TO PARKING
1987,second,54,23756,True,3.1258137226104736,TWENTY FOUR FIVE WE'LL DO ALL THAT
1987,second,55,18350,False,nan,(UNINTELLIGIBLE)
1987,second,0,11910,True,0.0,ONE NINETEEN ONE THANK YOU GOOD DAY
1987,second,1,5425,True,3.7977516651153564,EIGHTEEN TWENTY FIVE SO LONG
1987,second,2,17701,True,3.2952330112457275,YEAH ANY CHANCE OF THIRTY SIX
1987,second,3,18902,True,2.7813735008239746,ONE NINETY DELTA THREE EIGHTY SIX
1987,second,4,29231,True,3.2149882316589355,UNITED FOUR FIFTY WE 'LL HOLD SHORT
1987,second,5,23449,True,2.7037482261657715,ONE NINETY ASEA FOUR SIXTY SIX
1987,second,6,10856,True,2.5571813583374023,ROGER REDUCE TO ONE NINER ZERO KNOTS
1987,second,7,15447,True,2.962568998336792,GOOD DAY BIZEX SIX THIRTY EIGHT
1987,second,8,25639,True,2.967449903488159,THIRTY-TWO ONE DELTA FOUR TWENTY-SIX
1987,second,9,10069,True,2.590702772140503,ONE ONE THOUSAND HOTEL CHARLIE
1987,second,10,435,True,2.826024055480957,CACTUS EIGHT TWENTY SIX ROGER
1987,second,11,13599,True,2.7172858715057373,MIDEX FOUR FIFTEEN ANY LEFT TURN
1987,second,12,16498,True,2.7658588886260986,EIGHTEEN THIRTY SEVEN
1987,second,13,2409,True,2.821830987930298,OKAY THIRTY EIGHT TWENTY FIVE
1987,second,14,11791,True,3.480530023574829,SIXTY FIVE ELEVEN
1987,second,15,20731,True,3.4740638732910156,YEAH IT LOOKS REAL GOOD RIGHT NOW
1987,second,16,11715,True,2.7480034828186035,EXPECT ABOUT A TEN MILE FINAL
1987,second,17,19292,True,2.589529514312744,SEVEN NINETY FOUR ROGER
1987,second,18,24621,True,3.0973522663116455,AMERICAN ONE SEVENTY EIGHT APPROACH
1987,second,19,24202,True,2.6565027236938477,ONE NINETY AND SWITCHING GOOD DAY
1987,second,20,5593,True,3.4113104343414307,FOUR FIFTY NINE
1987,second,21,21434,True,0.0,THREE TWO EIGHTY-FIVE WE'LL SEE YOU
1987,second,22,15407,True,2.784536361694336,AH WE TAKE IT TO THE END THANK YOU
1987,second,23,11379,True,2.635275363922119,GOOD DAY UNITED SIXTEEN NINETY FOUR
1987,second,24,13168,True,0.0,REPORT THE FIELD FORTY FOUR TWENTY ONE
1987,second,25,17293,True,2.727147340774536,EAGLE ONE WASHINGTON TOWER
1987,second,26,8095,False,nan,AH DELTA WHISKEY YOU'RE UNREADABLE
1987,second,0,11910,True,0.0,ONE NINETEEN ONE THANK YOU GOOD DAY
1987,second,1,5425,True,3.786440372467041,EIGHTEEN TWENTY FIVE SO LONG
1987,second,2,17701,True,3.2946999073028564,YEAH ANY CHANCE OF THIRTY SIX
1987,second,3,18902,True,2.713561773300171,ONE NINETY DELTA THREE EIGHTY SIX
1987,second,4,29231,True,3.207777500152588,UNITED FOUR FIFTY WE 'LL HOLD SHORT
1987,second,5,23449,True,2.663080930709839,ONE NINETY ASEA FOUR SIXTY SIX
1987,second,6,10856,True,2.583136558532715,ROGER REDUCE TO ONE NINER ZERO KNOTS
1987,second,7,15447,True,2.9745798110961914,GOOD DAY BIZEX SIX THIRTY EIGHT
1987,second,8,25639,True,2.92105770111084,THIRTY-TWO ONE DELTA FOUR TWENTY-SIX
1987,second,9,10069,True,2.565593957901001,ONE ONE THOUSAND HOTEL CHARLIE
1987,second,10,435,True,2.868107557296753,CACTUS EIGHT TWENTY SIX ROGER
1987,second,11,13599,True,2.707576036453247,MIDEX FOUR FIFTEEN ANY LEFT TURN
1987,second,12,16498,True,2.884894609451294,EIGHTEEN THIRTY SEVEN
1987,second,13,2409,True,2.915964365005493,OKAY THIRTY EIGHT TWENTY FIVE
1987,second,14,11791,True,3.597769021987915,SIXTY FIVE ELEVEN
1987,second,15,20731,True,3.591921091079712,YEAH IT LOOKS REAL GOOD RIGHT NOW
1987,second,16,11715,True,2.756361961364746,EXPECT ABOUT A TEN MILE FINAL
1987,second,17,19292,True,2.621466875076294,SEVEN NINETY FOUR ROGER
1987,second,18,24621,True,3.0191714763641357,AMERICAN ONE SEVENTY EIGHT APPROACH
1987,second,19,24202,True,2.7059597969055176,ONE NINETY AND SWITCHING GOOD DAY
1987,second,20,5593,True,3.9794328212738037,FOUR FIFTY NINE
1987,second,21,21434,True,0.0,THREE TWO EIGHTY-FIVE WE'LL SEE YOU
1987,second,22,15407,True,3.100004196166992,AH WE TAKE IT TO THE END THANK YOU
1987,second,23,11379,True,2.6488254070281982,GOOD DAY UNITED SIXTEEN NINETY FOUR
1987,second,24,13168,True,0.0,REPORT THE FIELD FORTY FOUR TWENTY ONE
1987,second,25,17293,True,2.6063668727874756,EAGLE ONE WASHINGTON TOWER
1987,second,26,8095,True,3.0020699501037598,AH DELTA WHISKEY YOU'RE UNREADABLE
1987,second,27,18505,True,2.5747056007385254,OKAY WE'LL MAINTAIN ONE NINETY
1987,second,28,20503,True,2.7104079723358154,ZERO EIGHT ZERO SEVEN OH SIX
1987,second,29,7349,True,2.7818856239318848,TWO SEVEN TWO THANKS FOR YOUR HELP
1987,second,30,10201,True,3.1164917945861816,OKAY THANKS A LOT SIR
1987,second,31,7588,True,0.0,WE BE LOOKING DELTA SEVEN THIRTY ONE
1987,second,32,186,True,2.272982597351074,ONE NINETEEN ONE GOOD DAY
1987,second,33,9052,True,2.7035300731658936,AND FLY HEADING TWO FIVE ZERO
1987,second,34,15822,True,0.0,TROOPER EIGHT FREQUENCY CHANGE APPROVED WE'LL SEE YOU LATER
1987,second,35,12687,True,2.6233551502227783,DOWN TO THREE SEVENTEEN SIXTY FIVE
1987,second,36,19187,True,0.0,ONE THREE ZERO AMERICAN TWELVE SEVENTY FOUR
1987,second,37,19388,True,2.7806010246276855,FIVE THOUSAND FOURTEEN FOURTEEN
1987,second,38,10515,True,2.881300687789917,WE'RE LOOKING ONE PAPA HOTEL
1987,second,39,21561,True,2.6237428188323975,DELTA TEN FOURTEEN HEAVY WILCO
1987,second,40,2963,True,2.809504508972168,BIZEX FOUR FOURTEEN IS WITH YOU
1987,second,41,15568,True,0.0,(UNINTELLIGIBLE) CLEARED TO LAND THANK YOU
1987,second,42,16526,True,2.693030595779419,FORTY THREE SIXTY NINE
1987,second,43,557,True,2.9993138313293457,CORRECTING NORTHWEST ONE EIGHTY TWO
1987,second,44,8780,True,2.7935550212860107,NINER THOUSAND CACTUS FIFTY FOUR
1987,second,45,19519,True,0.0,THREE THOUSAND DELTA ELEVEN THIRTY SEVEN
1987,second,46,24410,True,4.304495334625244,(UNINTELLIGIBLE)
1987,second,47,11161,True,3.1949868202209473,WILCO T W A TEN
1987,second,48,20672,True,3.4765727519989014,AMERICAN AH THIRTEEN THIRTY TWO
1987,second,49,23683,True,0.0,ASEA THREE THIRTY FIVE REGIONAL APPROACH ROGER
1987,second,50,25572,True,3.0778279304504395,FIVE SIX QUEBEC ROGER
1987,second,51,1194,True,0.0,CARE EIGHTY THREE HAS THE TRAFFIC SIR
1987,second,52,18908,True,2.903831958770752,BE ABOUT TWELVE OR THIRTEEN MILES
1987,second,53,27099,True,2.9326162338256836,IN SIGHT TAXI TO PARKING
1987,second,54,23756,True,3.1470329761505127,TWENTY FOUR FIVE WE'LL DO ALL THAT
1987,second,55,18350,True,3.769780397415161,(UNINTELLIGIBLE)
1987,second,56,29144,True,2.80460262298584,THREE SIXTY FIVE ROGER
1987,second,57,16213,True,2.725396156311035,GOOD DAY UNITED SIX ELEVEN
1987,second,58,10742,True,2.7952401638031006,AH DID YOU HAVE THE AIRPORT IN SIGHT
1987,second,59,24408,True,2.396015167236328,THIRTY FIVE RIGHT TEN NINETY SIX
1987,second,60,7560,True,2.6721150875091553,LOOKING FOUR NINETY THREE
1987,second,61,28558,True,2.470705986022949,AMERICAN THIRTEEN FORTY ONE
1987,second,62,27305,True,2.761810541152954,SECOND M D EIGHTY AT THIRTY TWO IS WHO
1987,second,63,20354,True,2.9152708053588867,AFFIRMATIVE AMERICAN FORTY THREE
1987,second,64,2413,True,3.040083169937134,DELTA TWO OH TWO SLOWING
1987,second,65,14603,True,3.928154230117798,(UNINTELLIGIBLE)
1987,second,66,3792,True,0.0,THREE EIGHT OH SIX CLEARED FOR THE I L S
1987,second,67,4522,True,0.0,SORRY GO AHEAD THIRTY EIGHT FORTY THREE WITH YOU
1987,second,68,8135,True,3.0947794914245605,AH WE'RE V F R PLUM ISLAND
1987,second,69,1774,True,0.0,(UNINTELLIGIBLE) IT PRETTY HAZY OUT HERE
1987,second,70,8620,True,2.9059112071990967,HENSON FORTY THREE EIGHTY SIX YOU UP
1987,second,71,1549,True,2.8022143840789795,BIZEX SEVEN OH TWO ROGER
1987,second,72,7887,True,0.0,THIRTY EIGHT FORTY TWO WE HAVE HIM IN SIGHT
1987,second,73,12007,True,2.463075637817383,MIDEX TWENTY SEVEN TWENTY ONE ROGER
1987,second,74,12149,True,2.868126153945923,ALPHA MIKE OUT OF FOUR FOR THREE
1987,second,75,12304,True,2.819730758666992,YEAH I THINK YOU SAID US MAYBE NOT
1987,second,76,13893,True,0.0,U S AIR FORTY SEVEN CONTACT DEPARTURE GOOD NIGHT
1987,second,77,7552,True,2.5996253490448,ONE EIGHTY FOUR THIRTY THREE
1987,second,78,14000,True,0.0,TRUMP SIXTY FIVE TWENTY CONTACT DEPARTURE
1987,second,79,9423,True,2.4557740688323975,ONE NINER ZERO ROGER
1987,second,80,6428,True,2.76291823387146,TWO THREE HOTEL ON TO HOLD
1987,second,81,9458,True,3.308049201965332,ALL RIGHT PROCEED DIRECT RICHMOND
1987,second,82,22258,True,2.603837013244629,TEN EIGHTY ONE IS LOOKING
1987,second,83,24659,True,0.0,EIGHT THOUSAND SOUTHWEST FOUR FORTY NINE
1987,second,84,20730,True,3.1887714862823486,SIX FIFTY TWO SPEED OKAY
1987,second,85,7169,True,2.7964255809783936,THANK YOU THREE ZERO NOVEMBER
1987,second,86,24582,True,3.868414878845215,(UNINTELLIGIBLE)
1987,second,87,28775,True,2.8095500469207764,AMERICAN TWELVE SEVENTY FOUR TOWER
1987,second,88,28175,True,2.749166250228882,CLEARED TO LAND ELEVEN FORTY SIX
1987,second,89,18501,True,0.0,AMERICAN NINETY FIVE REMAIN ON THIS FREQUENCY
1987,second,90,16598,True,3.187757730484009,CAN'T MAKE THAT ONE
1987,second,91,20827,True,2.6746978759765625,ASEA THREE SIXTY TWO YOU WITH ME
1987,second,92,17197,True,2.5364015102386475,DELTA THREE OH SEVEN ROGER
1987,second,93,19940,True,0.0,CLEARED FOR THE APPROACH DELTA FOUR TWENTY SIX
1987,second,94,19938,True,2.723630905151367,SEVEN TWENTY FIVE TO FOUR THOUSAND
1987,second,95,1161,True,2.689519166946411,U S AIR TWELVE THIRTY THREE BOSTON
1987,second,96,6754,True,2.710878849029541,CLEARED TO GO THIRTY FIVE SIXTY TWO
1987,second,97,29505,True,2.9601879119873047,CHAPARRAL SEVEN SEVENTEEN 'S READY
1987,second,98,19333,True,0.0,ZERO SEVEN ZERO AMERICAN TWELVE SEVENTY
1987,second,99,28160,True,2.7446908950805664,LOUD AND CLEAR ASEA FOUR FIFTY FIVE
1987,second,100,14559,True,2.673013925552368,CLEARED TO GO CONTINENTAL THREE TWENTY
1987,second,101,26341,True,2.798301935195923,SEVEN THIRTY SIX THANK YOU GOOD DAY
1987,second,102,20776,True,2.604889392852783,THREE THIRTY FIVE ZERO TWO ZERO
1987,second,103,28629,True,2.767531633377075,CLEARED TO LAND ASEA FOUR SIXTY EIGHT
1987,second,104,5765,True,3.0852651596069336,CLIPPER FIVE FORTY SEVEN
1987,second,105,9053,True,4.0549468994140625,TWO FIFTY PAPA FOX
1987,second,106,27140,True,0.0,TWIN CESSNA THREE THREE ALPHA DELTA GROUND
1987,second,107,17212,True,2.3771016597747803,TWENTY ONE SEVEN FORTY FOUR OH ONE
1987,second,108,20592,True,2.5694429874420166,THREE SIX RIGHT AH FIVE ELEVEN
1987,second,109,10971,True,2.513942241668701,NINETEEN ONE NORTHWEST TWO THIRTY FOUR
1987,second,110,11908,True,2.6803276538848877,SEVENTEEN SIXTY FIVE
1987,second,111,26799,True,3.9250500202178955,EASY IS CLEAR
1987,second,112,27998,True,0.0,AMERICAN ELEVEN FIFTY THREE WE'LL CROSS
1987,second,113,26976,True,3.746629238128662,(UNINTELLIGIBLE)
1987,second,114,29155,True,0.0,AMERICAN EIGHT SIXTEEN AFFIRMATIVE
1987,second,115,289,True,3.200080156326294,ONE SEVENTY ATLANTIC FOUR OH FIVE
1987,second,116,26779,True,3.928093433380127,(UNINTELLIGIBLE)
1987,second,117,1866,True,3.0865542888641357,THREE SIXTY U S EIGHT FIFTY TWO
1987,second,118,7394,True,2.799298048019409,OKAY ONE TWO ZERO POINT SIX
1987,second,119,14957,True,2.5177512168884277,SIX SIX EIGHT ZERO SEVEN WITH ME
1987,second,120,8186,True,2.479090690612793,OH FIVE OH TEN TWENTY FOUR
1987,second,121,5132,True,3.2680928707122803,THREE FOUR TWO SIX
1987,second,122,8005,True,3.0552778244018555,TWELVE THIRTY EIGHT TRAFFIC IN SIGHT
1987,second,123,15024,True,2.4277050495147705,NORTHWEST EIGHTEEN SEVENTY TWO BYE
1987,second,124,16885,True,2.376704454421997,AND U S AIR FIVE SEVENTEEN
1987,second,125,16496,True,2.912123203277588,FIVE SIXTY ONE GOOD DAY
1987,second,126,28001,True,0.0,YEAH AND GIVE WAY TO THE COMPANY AT THE HIGH SPEED
1987,second,127,10073,True,2.577096700668335,DIRECT LINDEN PACER FIVE TWO
1987,second,128,8652,True,2.6533539295196533,ONE THREE FOUR TWO SEVEN THREE EIGHT
1987,second,129,13536,True,2.385101079940796,NORTHWEST TWO THIRTY NINE ROGER
1987,second,130,14910,True,2.734375476837158,ONE EIGHT HOTEL ROUTING APPROVED
1987,second,131,16142,True,2.8118131160736084,SIXTY FOUR THIRTY ONE CROSS
1987,second,132,2939,True,2.4625656604766846,NERA THIRTY SEVEN FIFTY SIX ROGER
1987,second,133,1545,True,2.609530448913574,BIZEX SEVEN OH TWO HAS THE SHORT
1987,second,134,16739,True,2.929643392562866,I'M SORRY REPEAT THAT LAST PART
1987,second,135,27947,True,2.8724160194396973,YES CAN YOU ACCEPT THREE FIVE LEFT
1987,second,136,2752,True,2.6130518913269043,THREE THREE ZERO THREE FORTY SIX
1987,second,137,594,True,2.6655426025390625,AMERICAN NINETY FOUR HEAVY SO LONG
1987,second,138,27171,True,2.7955758571624756,WHO'S THE HEAVY TEN OFF AT THIRTY TWO
1987,second,139,10060,True,2.4818787574768066,DIRECT ARMEL FOR ONE EIGHT FIVE
1987,second,140,24139,True,0.0,DOWN TO EIGHT AMERICAN THIRTEEN FIFTY FIVE
1987,second,141,19587,True,0.0,FIVE ELEVEN ZERO ONE ZERO DOWN TO THREE
1987,second,142,6863,True,2.579207420349121,U S AIR TWELVE FIFTY THREE
1987,second,143,6186,True,2.837007761001587,CALLING BOSTON TOWER SAY AGAIN
1987,second,144,20561,True,2.8871731758117676,DOWN TO THREE AMERICAN SIX HUNDRED
1987,second,145,23099,True,4.088482856750488,(UNINTELLIGIBLE)
1987,second,146,7736,True,2.6350231170654297,THAT IS CORRECT SIR HAVE A NICE DAY
1987,second,147,25707,True,2.6754908561706543,ZERO SEVEN ZERO SEVEN FORTY-TWO
1987,second,148,14304,True,0.0,CLEARED FOR TAKEOFF CACTUS FOUR SEVEN NINE (UNINTELLIGIBLE)
